Region,Sweet_Preference,Festival,Language,Socio_Economic_Class,Purchase_Amount
South India,Boondi Laddu,Pongal,Malayalam,Middle,469.94
East India,Chhena Poda,Makar Sankranti,Assamese,Upper,262.49
West India,Puran Poli,Navratri,Konkani,Lower,313.44
North India,Gulab Jamun,Diwali,Urdu,Upper,839.73
East India,Sandesh,Rath Yatra,Assamese,Lower,550.87
West India,Shrikhand,Navratri,Marathi,Upper,117.86
North India,Ladoo,Karva Chauth,Punjabi,Lower,515.06
North India,Rasgulla,Baisakhi,Urdu,Middle,714.96
West India,Ladoo,Ganesh Chaturthi,Marathi,Middle,598.37
South India,Kozhukattai,Pongal,Kannada,Lower,203.72
West India,Ladoo,Diwali,Konkani,Upper,433.83
West India,Mohanthal,Diwali,Gujarati,Lower,644.38
East India,Sandesh,Rath Yatra,Assamese,Middle,264.03
West India,Ladoo,Navratri,Gujarati,Upper,635.49
East India,Pitha,Rath Yatra,Odia,Upper,925.26
East India,Chhena Poda,Rath Yatra,Bengali,Lower,352.66
South India,Kozhukattai,Pongal,Telugu,Upper,849.98
West India,Shrikhand,Ganesh Chaturthi,Marathi,Lower,988.21
North India,Gulab Jamun,Holi,Punjabi,Middle,679.46
West India,Shrikhand,Diwali,Konkani,Upper,623.29
East India,Rasgulla,Durga Puja,Assamese,Middle,619.2
North India,Rasgulla,Baisakhi,Punjabi,Lower,830.22
East India,Sandesh,Poila Baisakh,Bengali,Upper,188.2
East India,Rasgulla,Poila Baisakh,Bengali,Middle,488.3
West India,Puran Poli,Navratri,Gujarati,Middle,790.07
East India,Pitha,Makar Sankranti,Assamese,Lower,134.19
East India,Sandesh,Rath Yatra,Odia,Lower,368.29
North India,Barfi,Karva Chauth,Hindi,Middle,397.19
East India,Pitha,Poila Baisakh,Odia,Middle,609.92
West India,Puran Poli,Ganesh Chaturthi,Marathi,Lower,974.91
North India,Rasgulla,Diwali,Urdu,Upper,468.87
East India,Rasgulla,Makar Sankranti,Odia,Upper,142.97
North India,Barfi,Diwali,Urdu,Middle,946.01
East India,Sandesh,Rath Yatra,Assamese,Middle,345.91
West India,Shrikhand,Navratri,Gujarati,Upper,843.6
West India,Ladoo,Navratri,Marathi,Lower,605.45
East India,Pitha,Durga Puja,Assamese,Upper,988.63
East India,Pitha,Durga Puja,Odia,Lower,992.87
North India,Barfi,Diwali,Punjabi,Lower,844.29
North India,Gulab Jamun,Baisakhi,Punjabi,Middle,424.22
East India,Pitha,Rath Yatra,Odia,Middle,188.62
South India,Boondi Laddu,Onam,Kannada,Lower,224.46
South India,Mysore Pak,Onam,Telugu,Upper,953.42
West India,Mohanthal,Navratri,Marathi,Middle,715.06
North India,Rasgulla,Karva Chauth,Hindi,Middle,208.06
South India,Mysore Pak,Diwali,Tamil,Upper,222.69
West India,Puran Poli,Ganesh Chaturthi,Konkani,Lower,960.56
East India,Pitha,Poila Baisakh,Bengali,Lower,294.54
East India,Sandesh,Rath Yatra,Bengali,Middle,735.68
West India,Shrikhand,Gudi Padwa,Konkani,Middle,899.75
South India,Boondi Laddu,Onam,Telugu,Lower,135.43
North India,Ladoo,Diwali,Urdu,Middle,900.84
West India,Puran Poli,Navratri,Gujarati,Lower,219.3
South India,Kozhukattai,Diwali,Telugu,Lower,457.89
West India,Shrikhand,Diwali,Marathi,Middle,401.89
North India,Barfi,Diwali,Punjabi,Lower,100.1
North India,Rasgulla,Holi,Punjabi,Lower,797.94
West India,Puran Poli,Diwali,Marathi,Lower,609.38
North India,Rasgulla,Karva Chauth,Hindi,Upper,546.29
North India,Rasgulla,Holi,Punjabi,Lower,756.27
South India,Mysore Pak,Ugadi,Malayalam,Middle,289.72
North India,Barfi,Holi,Punjabi,Upper,126.23
East India,Rasgulla,Poila Baisakh,Odia,Lower,778.13
East India,Rasgulla,Rath Yatra,Bengali,Upper,655.79
East India,Chhena Poda,Makar Sankranti,Bengali,Middle,648.29
South India,Kozhukattai,Onam,Kannada,Lower,482.0
East India,Chhena Poda,Durga Puja,Assamese,Lower,416.08
East India,Sandesh,Makar Sankranti,Odia,Lower,415.89
North India,Gulab Jamun,Diwali,Hindi,Upper,627.04
West India,Mohanthal,Gudi Padwa,Konkani,Middle,981.56
West India,Puran Poli,Gudi Padwa,Konkani,Middle,942.67
North India,Gulab Jamun,Holi,Hindi,Middle,863.52
South India,Kozhukattai,Diwali,Kannada,Lower,882.33
West India,Mohanthal,Diwali,Marathi,Upper,979.58
West India,Puran Poli,Ganesh Chaturthi,Gujarati,Middle,138.47
East India,Chhena Poda,Makar Sankranti,Assamese,Upper,630.31
South India,Kozhukattai,Onam,Telugu,Upper,964.01
North India,Gulab Jamun,Baisakhi,Punjabi,Upper,699.31
South India,Mysore Pak,Diwali,Tamil,Upper,406.14
West India,Ladoo,Gudi Padwa,Gujarati,Upper,822.42
North India,Ladoo,Baisakhi,Urdu,Middle,901.6
East India,Rasgulla,Rath Yatra,Assamese,Middle,930.01
East India,Sandesh,Durga Puja,Odia,Middle,944.37
North India,Gulab Jamun,Diwali,Hindi,Middle,778.64
North India,Rasgulla,Holi,Urdu,Upper,922.09
East India,Sandesh,Makar Sankranti,Bengali,Middle,946.69
North India,Gulab Jamun,Baisakhi,Hindi,Middle,453.89
South India,Boondi Laddu,Diwali,Tamil,Middle,139.56
East India,Sandesh,Durga Puja,Assamese,Upper,936.4
East India,Pitha,Makar Sankranti,Bengali,Lower,205.25
East India,Rasgulla,Durga Puja,Odia,Middle,724.03
East India,Chhena Poda,Makar Sankranti,Bengali,Upper,510.41
West India,Shrikhand,Ganesh Chaturthi,Konkani,Middle,942.63
East India,Pitha,Rath Yatra,Odia,Upper,613.63
West India,Puran Poli,Ganesh Chaturthi,Gujarati,Upper,822.1
South India,Boondi Laddu,Pongal,Telugu,Middle,327.82
West India,Mohanthal,Ganesh Chaturthi,Konkani,Upper,656.0
West India,Ladoo,Gudi Padwa,Marathi,Middle,104.07
West India,Shrikhand,Diwali,Gujarati,Lower,241.26
South India,Mysore Pak,Pongal,Tamil,Upper,903.66
East India,Chhena Poda,Rath Yatra,Odia,Middle,441.42
North India,Gulab Jamun,Diwali,Punjabi,Upper,856.41
South India,Mysore Pak,Onam,Telugu,Upper,158.44
South India,Boondi Laddu,Diwali,Telugu,Upper,495.99
West India,Shrikhand,Diwali,Gujarati,Upper,904.04
North India,Rasgulla,Karva Chauth,Punjabi,Lower,485.59
East India,Chhena Poda,Durga Puja,Bengali,Middle,836.69
West India,Shrikhand,Gudi Padwa,Marathi,Lower,403.17
West India,Puran Poli,Gudi Padwa,Gujarati,Upper,434.28
North India,Ladoo,Holi,Urdu,Lower,899.19
East India,Rasgulla,Poila Baisakh,Bengali,Lower,255.09
East India,Sandesh,Makar Sankranti,Bengali,Lower,831.57
South India,Kozhukattai,Ugadi,Tamil,Lower,941.82
North India,Barfi,Holi,Hindi,Lower,721.44
West India,Mohanthal,Diwali,Konkani,Upper,766.19
North India,Gulab Jamun,Karva Chauth,Urdu,Lower,610.6
West India,Ladoo,Diwali,Marathi,Middle,182.57
South India,Mysore Pak,Pongal,Telugu,Middle,894.8
West India,Shrikhand,Gudi Padwa,Gujarati,Lower,874.16
North India,Gulab Jamun,Baisakhi,Punjabi,Upper,215.9
North India,Rasgulla,Baisakhi,Hindi,Lower,150.87
North India,Ladoo,Karva Chauth,Urdu,Lower,493.59
East India,Sandesh,Makar Sankranti,Assamese,Middle,170.46
West India,Ladoo,Navratri,Konkani,Upper,145.67
West India,Shrikhand,Diwali,Gujarati,Upper,481.21
South India,Boondi Laddu,Pongal,Tamil,Lower,905.59
West India,Shrikhand,Navratri,Gujarati,Upper,245.89
South India,Payasam,Ugadi,Malayalam,Lower,584.12
East India,Rasgulla,Poila Baisakh,Odia,Upper,233.26
West India,Mohanthal,Navratri,Konkani,Middle,549.73
South India,Payasam,Ugadi,Tamil,Lower,141.18
South India,Boondi Laddu,Pongal,Tamil,Upper,850.19
East India,Chhena Poda,Durga Puja,Assamese,Upper,941.19
East India,Pitha,Durga Puja,Odia,Middle,540.01
North India,Ladoo,Holi,Urdu,Upper,971.48
North India,Gulab Jamun,Diwali,Hindi,Lower,442.44
North India,Rasgulla,Baisakhi,Hindi,Upper,460.78
South India,Boondi Laddu,Onam,Kannada,Upper,310.39
North India,Barfi,Diwali,Urdu,Lower,608.16
West India,Puran Poli,Ganesh Chaturthi,Gujarati,Middle,581.91
West India,Shrikhand,Ganesh Chaturthi,Marathi,Lower,965.08
South India,Boondi Laddu,Diwali,Malayalam,Lower,359.86
East India,Sandesh,Poila Baisakh,Odia,Lower,800.3
South India,Mysore Pak,Pongal,Kannada,Middle,296.28
North India,Rasgulla,Baisakhi,Hindi,Lower,273.16
East India,Chhena Poda,Poila Baisakh,Bengali,Lower,596.13
South India,Boondi Laddu,Diwali,Malayalam,Lower,472.02
South India,Payasam,Diwali,Kannada,Lower,600.77
North India,Rasgulla,Karva Chauth,Hindi,Lower,749.52
East India,Chhena Poda,Makar Sankranti,Bengali,Middle,665.45
North India,Rasgulla,Diwali,Punjabi,Lower,215.81
South India,Payasam,Onam,Telugu,Middle,383.65
West India,Mohanthal,Ganesh Chaturthi,Marathi,Upper,130.77
East India,Chhena Poda,Makar Sankranti,Odia,Lower,737.73
North India,Rasgulla,Holi,Hindi,Middle,889.69
East India,Rasgulla,Rath Yatra,Assamese,Upper,727.06
South India,Payasam,Onam,Telugu,Upper,963.16
North India,Rasgulla,Diwali,Punjabi,Lower,729.0
East India,Chhena Poda,Poila Baisakh,Odia,Lower,534.66
South India,Mysore Pak,Diwali,Kannada,Lower,454.15
South India,Mysore Pak,Onam,Tamil,Lower,453.63
East India,Pitha,Durga Puja,Bengali,Middle,792.77
South India,Mysore Pak,Ugadi,Telugu,Middle,685.83
East India,Sandesh,Durga Puja,Assamese,Upper,960.17
South India,Mysore Pak,Onam,Malayalam,Middle,215.93
North India,Barfi,Diwali,Hindi,Middle,361.64
East India,Sandesh,Makar Sankranti,Assamese,Upper,768.14
North India,Barfi,Karva Chauth,Hindi,Lower,735.36
East India,Chhena Poda,Poila Baisakh,Bengali,Upper,552.15
West India,Shrikhand,Diwali,Marathi,Middle,731.05
North India,Rasgulla,Holi,Hindi,Middle,748.34
East India,Pitha,Makar Sankranti,Bengali,Lower,300.56
North India,Gulab Jamun,Diwali,Hindi,Upper,954.26
East India,Pitha,Makar Sankranti,Bengali,Lower,746.84
East India,Pitha,Durga Puja,Bengali,Upper,967.37
North India,Barfi,Holi,Punjabi,Middle,820.74
North India,Rasgulla,Karva Chauth,Hindi,Middle,761.06
West India,Puran Poli,Gudi Padwa,Gujarati,Lower,975.56
South India,Boondi Laddu,Pongal,Tamil,Upper,605.55
West India,Mohanthal,Navratri,Konkani,Upper,931.05
South India,Kozhukattai,Diwali,Telugu,Upper,427.13
West India,Shrikhand,Gudi Padwa,Konkani,Lower,412.32
North India,Gulab Jamun,Diwali,Punjabi,Lower,421.88
South India,Boondi Laddu,Onam,Kannada,Middle,314.74
North India,Gulab Jamun,Baisakhi,Punjabi,Lower,425.29
West India,Mohanthal,Ganesh Chaturthi,Gujarati,Upper,748.67
North India,Barfi,Diwali,Punjabi,Lower,920.38
East India,Chhena Poda,Poila Baisakh,Assamese,Lower,611.04
East India,Sandesh,Poila Baisakh,Assamese,Upper,630.22
South India,Boondi Laddu,Pongal,Kannada,Lower,291.26
East India,Pitha,Makar Sankranti,Bengali,Upper,993.35
North India,Rasgulla,Baisakhi,Punjabi,Lower,600.8
East India,Rasgulla,Rath Yatra,Odia,Lower,297.97
East India,Sandesh,Durga Puja,Bengali,Middle,748.65
North India,Barfi,Baisakhi,Punjabi,Upper,244.5
West India,Puran Poli,Gudi Padwa,Konkani,Lower,538.24
East India,Pitha,Rath Yatra,Bengali,Middle,837.62
East India,Sandesh,Makar Sankranti,Odia,Lower,584.24
North India,Gulab Jamun,Baisakhi,Punjabi,Lower,723.93
West India,Puran Poli,Diwali,Konkani,Middle,908.01
East India,Chhena Poda,Makar Sankranti,Bengali,Middle,753.43
East India,Sandesh,Rath Yatra,Assamese,Upper,929.28
North India,Gulab Jamun,Holi,Urdu,Lower,787.57
East India,Pitha,Durga Puja,Bengali,Upper,359.35
East India,Pitha,Rath Yatra,Assamese,Middle,858.81
North India,Rasgulla,Diwali,Urdu,Lower,412.37
South India,Boondi Laddu,Diwali,Malayalam,Lower,306.32
East India,Sandesh,Poila Baisakh,Assamese,Upper,643.05
East India,Rasgulla,Durga Puja,Odia,Middle,478.14
North India,Rasgulla,Karva Chauth,Punjabi,Lower,445.97
West India,Ladoo,Gudi Padwa,Gujarati,Lower,329.87
East India,Pitha,Poila Baisakh,Odia,Upper,535.28
North India,Barfi,Diwali,Urdu,Middle,895.48
East India,Sandesh,Poila Baisakh,Bengali,Lower,773.63
East India,Chhena Poda,Makar Sankranti,Odia,Lower,484.76
North India,Barfi,Diwali,Urdu,Middle,383.37
North India,Barfi,Diwali,Hindi,Lower,615.73
East India,Pitha,Rath Yatra,Bengali,Middle,377.24
West India,Puran Poli,Navratri,Marathi,Lower,480.77
West India,Shrikhand,Diwali,Gujarati,Middle,609.6
East India,Rasgulla,Durga Puja,Odia,Middle,161.3
South India,Boondi Laddu,Onam,Tamil,Lower,144.03
South India,Mysore Pak,Onam,Kannada,Middle,900.05
North India,Gulab Jamun,Baisakhi,Punjabi,Upper,622.87
South India,Boondi Laddu,Diwali,Tamil,Upper,446.36
North India,Gulab Jamun,Holi,Hindi,Upper,949.89
South India,Kozhukattai,Ugadi,Kannada,Upper,288.0
West India,Puran Poli,Diwali,Konkani,Lower,683.0
East India,Pitha,Poila Baisakh,Bengali,Lower,771.26
North India,Gulab Jamun,Holi,Urdu,Upper,764.43
North India,Barfi,Holi,Hindi,Upper,361.43
East India,Rasgulla,Poila Baisakh,Bengali,Upper,301.78
East India,Chhena Poda,Durga Puja,Bengali,Upper,703.13
East India,Pitha,Poila Baisakh,Assamese,Upper,102.39
North India,Gulab Jamun,Karva Chauth,Punjabi,Middle,658.68
West India,Shrikhand,Gudi Padwa,Konkani,Lower,891.64
West India,Shrikhand,Ganesh Chaturthi,Marathi,Lower,288.95
North India,Barfi,Holi,Punjabi,Middle,832.79
South India,Kozhukattai,Pongal,Kannada,Lower,987.55
South India,Payasam,Onam,Kannada,Middle,911.13
West India,Ladoo,Gudi Padwa,Gujarati,Upper,333.83
West India,Shrikhand,Navratri,Konkani,Lower,991.1
East India,Sandesh,Makar Sankranti,Assamese,Middle,799.82
West India,Puran Poli,Ganesh Chaturthi,Gujarati,Middle,890.3
South India,Boondi Laddu,Diwali,Malayalam,Lower,852.26
East India,Pitha,Durga Puja,Odia,Middle,786.08
South India,Mysore Pak,Diwali,Malayalam,Lower,663.44
South India,Boondi Laddu,Pongal,Kannada,Lower,785.86
West India,Ladoo,Diwali,Gujarati,Middle,226.93
East India,Sandesh,Durga Puja,Bengali,Upper,704.27
East India,Sandesh,Rath Yatra,Assamese,Middle,224.39
North India,Gulab Jamun,Holi,Punjabi,Middle,558.59
West India,Shrikhand,Diwali,Marathi,Middle,732.19
East India,Rasgulla,Durga Puja,Bengali,Upper,395.61
West India,Puran Poli,Navratri,Marathi,Lower,580.6
East India,Chhena Poda,Makar Sankranti,Bengali,Upper,493.71
East India,Pitha,Rath Yatra,Odia,Middle,471.62
West India,Mohanthal,Gudi Padwa,Gujarati,Middle,722.61
West India,Mohanthal,Ganesh Chaturthi,Gujarati,Upper,141.73
East India,Sandesh,Poila Baisakh,Assamese,Middle,649.7
West India,Mohanthal,Diwali,Marathi,Upper,566.56
South India,Payasam,Ugadi,Telugu,Lower,555.93
South India,Boondi Laddu,Onam,Malayalam,Upper,753.09
North India,Ladoo,Karva Chauth,Hindi,Lower,368.11
West India,Mohanthal,Diwali,Gujarati,Middle,545.67
North India,Gulab Jamun,Karva Chauth,Hindi,Upper,375.86
East India,Sandesh,Poila Baisakh,Odia,Middle,917.11
South India,Mysore Pak,Ugadi,Malayalam,Middle,837.76
North India,Barfi,Holi,Urdu,Middle,498.93
North India,Gulab Jamun,Baisakhi,Hindi,Upper,668.12
North India,Ladoo,Karva Chauth,Urdu,Middle,560.62
South India,Boondi Laddu,Onam,Tamil,Middle,530.75
North India,Barfi,Baisakhi,Urdu,Middle,796.81
West India,Ladoo,Diwali,Konkani,Middle,899.42
North India,Barfi,Baisakhi,Punjabi,Upper,489.85
East India,Sandesh,Durga Puja,Assamese,Lower,481.7
North India,Gulab Jamun,Holi,Punjabi,Lower,267.09
West India,Mohanthal,Gudi Padwa,Marathi,Middle,268.5
North India,Gulab Jamun,Holi,Hindi,Upper,565.63
East India,Rasgulla,Makar Sankranti,Bengali,Middle,591.76
South India,Payasam,Diwali,Kannada,Middle,241.87
East India,Rasgulla,Durga Puja,Assamese,Lower,868.15
East India,Chhena Poda,Durga Puja,Bengali,Upper,538.56
West India,Ladoo,Diwali,Marathi,Lower,847.49
East India,Sandesh,Makar Sankranti,Bengali,Upper,231.52
East India,Pitha,Durga Puja,Odia,Middle,711.14
West India,Mohanthal,Gudi Padwa,Marathi,Middle,165.71
East India,Sandesh,Poila Baisakh,Odia,Lower,764.61
South India,Mysore Pak,Pongal,Kannada,Upper,911.8
West India,Shrikhand,Ganesh Chaturthi,Gujarati,Lower,202.78
East India,Chhena Poda,Durga Puja,Assamese,Upper,578.44
North India,Ladoo,Baisakhi,Hindi,Upper,967.8
East India,Sandesh,Durga Puja,Odia,Lower,972.91
West India,Puran Poli,Navratri,Marathi,Lower,298.69
East India,Chhena Poda,Durga Puja,Bengali,Lower,629.36
North India,Ladoo,Baisakhi,Urdu,Upper,883.01
North India,Rasgulla,Karva Chauth,Hindi,Middle,414.54
West India,Ladoo,Diwali,Marathi,Lower,575.72
North India,Rasgulla,Diwali,Punjabi,Middle,446.66
North India,Barfi,Baisakhi,Hindi,Upper,497.96
West India,Shrikhand,Diwali,Konkani,Lower,744.81
East India,Rasgulla,Durga Puja,Odia,Lower,379.22
North India,Rasgulla,Diwali,Urdu,Upper,559.1
East India,Chhena Poda,Durga Puja,Bengali,Lower,543.5
South India,Mysore Pak,Diwali,Malayalam,Upper,449.44
East India,Sandesh,Rath Yatra,Bengali,Upper,954.87
North India,Barfi,Holi,Hindi,Lower,983.38
West India,Puran Poli,Gudi Padwa,Konkani,Lower,343.91
West India,Ladoo,Ganesh Chaturthi,Marathi,Middle,155.83
West India,Puran Poli,Gudi Padwa,Konkani,Middle,350.54
East India,Sandesh,Rath Yatra,Odia,Middle,866.75
North India,Barfi,Diwali,Punjabi,Lower,901.64
North India,Barfi,Baisakhi,Urdu,Middle,144.79
East India,Rasgulla,Rath Yatra,Assamese,Lower,938.36
North India,Ladoo,Karva Chauth,Punjabi,Lower,354.75
North India,Rasgulla,Diwali,Punjabi,Upper,363.74
West India,Mohanthal,Navratri,Marathi,Upper,343.45
South India,Mysore Pak,Onam,Tamil,Upper,294.83
East India,Chhena Poda,Rath Yatra,Odia,Upper,446.86
East India,Rasgulla,Rath Yatra,Bengali,Upper,938.94
West India,Puran Poli,Ganesh Chaturthi,Gujarati,Lower,431.04
East India,Chhena Poda,Makar Sankranti,Assamese,Middle,481.51
North India,Ladoo,Karva Chauth,Hindi,Upper,440.74
South India,Boondi Laddu,Ugadi,Tamil,Lower,565.27
East India,Sandesh,Makar Sankranti,Assamese,Lower,392.76
West India,Mohanthal,Gudi Padwa,Konkani,Lower,901.06
West India,Shrikhand,Diwali,Marathi,Upper,122.6
West India,Shrikhand,Navratri,Marathi,Upper,802.2
West India,Mohanthal,Diwali,Marathi,Middle,464.91
East India,Rasgulla,Rath Yatra,Odia,Upper,251.99
East India,Sandesh,Makar Sankranti,Odia,Lower,669.13
North India,Barfi,Karva Chauth,Urdu,Upper,485.27
North India,Ladoo,Diwali,Urdu,Upper,403.23
North India,Ladoo,Holi,Punjabi,Middle,917.98
West India,Mohanthal,Navratri,Gujarati,Upper,262.61
South India,Kozhukattai,Diwali,Tamil,Middle,925.28
North India,Ladoo,Holi,Hindi,Lower,776.32
South India,Payasam,Pongal,Kannada,Lower,209.26
East India,Sandesh,Rath Yatra,Odia,Upper,891.85
North India,Rasgulla,Holi,Urdu,Upper,994.27
South India,Payasam,Ugadi,Telugu,Lower,677.08
South India,Boondi Laddu,Pongal,Kannada,Lower,174.1
North India,Rasgulla,Diwali,Hindi,Middle,922.52
South India,Kozhukattai,Ugadi,Kannada,Lower,724.22
East India,Chhena Poda,Poila Baisakh,Assamese,Upper,232.26
East India,Pitha,Poila Baisakh,Assamese,Upper,827.28
South India,Mysore Pak,Pongal,Malayalam,Upper,654.51
North India,Barfi,Diwali,Hindi,Upper,544.35
West India,Puran Poli,Diwali,Gujarati,Upper,819.57
North India,Barfi,Holi,Urdu,Lower,938.75
East India,Sandesh,Durga Puja,Odia,Upper,359.95
North India,Ladoo,Karva Chauth,Urdu,Middle,521.06
North India,Ladoo,Holi,Urdu,Lower,744.08
West India,Ladoo,Navratri,Gujarati,Middle,572.21
West India,Ladoo,Gudi Padwa,Konkani,Middle,182.21
East India,Sandesh,Rath Yatra,Bengali,Upper,447.56
West India,Puran Poli,Diwali,Marathi,Lower,511.69
North India,Barfi,Baisakhi,Hindi,Upper,693.67
West India,Shrikhand,Navratri,Gujarati,Lower,530.97
West India,Puran Poli,Ganesh Chaturthi,Konkani,Upper,849.61
North India,Barfi,Holi,Punjabi,Lower,880.65
North India,Gulab Jamun,Holi,Punjabi,Middle,337.89
South India,Payasam,Diwali,Telugu,Middle,210.64
East India,Rasgulla,Makar Sankranti,Bengali,Lower,963.6
East India,Rasgulla,Rath Yatra,Bengali,Lower,401.24
East India,Pitha,Poila Baisakh,Assamese,Lower,535.36
South India,Boondi Laddu,Onam,Tamil,Lower,506.66
South India,Payasam,Pongal,Malayalam,Lower,549.89
South India,Mysore Pak,Pongal,Kannada,Upper,401.7
West India,Mohanthal,Gudi Padwa,Gujarati,Middle,876.19
West India,Puran Poli,Gudi Padwa,Gujarati,Middle,258.69
North India,Rasgulla,Holi,Punjabi,Upper,741.6
West India,Puran Poli,Ganesh Chaturthi,Marathi,Middle,531.77
South India,Kozhukattai,Diwali,Malayalam,Middle,794.85
East India,Pitha,Poila Baisakh,Odia,Upper,195.22
South India,Mysore Pak,Diwali,Kannada,Upper,558.91
West India,Ladoo,Diwali,Marathi,Lower,319.17
West India,Puran Poli,Diwali,Gujarati,Upper,174.98
South India,Payasam,Pongal,Tamil,Lower,924.14
South India,Kozhukattai,Diwali,Tamil,Upper,484.7
East India,Sandesh,Durga Puja,Odia,Lower,849.27
North India,Gulab Jamun,Diwali,Hindi,Upper,277.83
East India,Rasgulla,Poila Baisakh,Assamese,Lower,769.65
North India,Rasgulla,Karva Chauth,Urdu,Upper,712.02
South India,Mysore Pak,Ugadi,Telugu,Upper,873.56
West India,Ladoo,Navratri,Konkani,Upper,598.41
East India,Pitha,Poila Baisakh,Assamese,Middle,192.48
West India,Shrikhand,Ganesh Chaturthi,Gujarati,Upper,901.15
North India,Ladoo,Karva Chauth,Punjabi,Lower,376.94
East India,Sandesh,Poila Baisakh,Assamese,Middle,346.79
West India,Ladoo,Ganesh Chaturthi,Marathi,Upper,461.35
South India,Mysore Pak,Pongal,Malayalam,Middle,776.44
West India,Ladoo,Ganesh Chaturthi,Gujarati,Upper,428.94
North India,Rasgulla,Baisakhi,Punjabi,Upper,989.34
West India,Mohanthal,Ganesh Chaturthi,Gujarati,Upper,278.23
East India,Sandesh,Durga Puja,Assamese,Lower,735.32
West India,Ladoo,Ganesh Chaturthi,Konkani,Middle,430.17
West India,Shrikhand,Gudi Padwa,Konkani,Lower,804.01
North India,Gulab Jamun,Diwali,Punjabi,Lower,787.01
East India,Chhena Poda,Makar Sankranti,Assamese,Upper,752.34
South India,Boondi Laddu,Ugadi,Kannada,Upper,342.1
North India,Ladoo,Baisakhi,Punjabi,Middle,324.54
North India,Gulab Jamun,Diwali,Hindi,Middle,143.07
North India,Barfi,Karva Chauth,Urdu,Upper,674.81
North India,Ladoo,Diwali,Urdu,Middle,358.51
East India,Chhena Poda,Makar Sankranti,Assamese,Upper,369.39
South India,Kozhukattai,Pongal,Kannada,Middle,115.64
West India,Mohanthal,Ganesh Chaturthi,Gujarati,Upper,471.23
West India,Ladoo,Gudi Padwa,Marathi,Lower,446.54
East India,Sandesh,Poila Baisakh,Assamese,Upper,924.48
